id,brand,categories,dateAdded,dateUpdated,ean,keys,manufacturer,manufacturerNumber,name,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews_rating,reviews.sourceURLs,reviews_text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username,upc
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-01-09T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,False,114599277.0,,1.0,https://www.walmart.com/reviews/product/43383370,first time purchase type product maybe expected much think warming feeling left u sticky even trying,Disappointed,,,Nicole,67981934427
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-01-06T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,False,113144826.0,,1.0,https://www.walmart.com/reviews/product/43383370,bought tried wife enjoy feel anything enhancement product hisher product,Not what I expected,,,Cvperez,67981934427
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-01-29T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,,125706450.0,,1.0,https://www.walmart.com/reviews/product/43383370?limit=20&sort=relevancy&page=2,bought product spice thing fianc didnt anything passion buy,Was so disappointed!!,,,Beccagrl532,67981934427
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-01-16T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,False,117008196.0,,1.0,https://www.walmart.com/reviews/product/43383370?limit=20&sort=relevancy&page=2,bought try spice thing felt nothing disappointing honest,very disappointed!,,,sanchez,67981934427
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-01-01T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",True,True,112558983.0,,3.0,https://www.walmart.com/reviews/product/43383370,bought better review jelly feel like didnt work well u kind warmfeeling thats guess dont know whats supposed happen lol,Pretty nice,,,LL24,67981934427
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-01-07T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,False,113642710.0,,3.0,https://www.walmart.com/reviews/product/43383370,first time using ky didnt anything opinion felt like every time anything first time probably somthing wrong,First time using,,,Browns fan,67981934427
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-05-12T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,True,151057764.0,,4.0,https://www.walmart.com/reviews/product/43383370,noticed product clearance store shop frequently decided give try husband love went back bought every box left like others mentioned sure supposed lubricant purpose like much better regular ky jelly tends dry disappear u product stay awhile make pleasurable experience drawback find bit sticky applying hand youre left sticky hand agree little go long way personally careful product due skin irritation surprisingly actually seems help receive sample never,We love it!,,,Just Faith everyday,67981934427
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2015-11-04T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,True,108031311.0,,4.0,https://www.walmart.com/reviews/product/43383370?limit=20&sort=relevancy&page=2,used product couple time since recived free try good experiance feel warm pretty good sensation recomend,good times,,,vero,67981934427
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-01-07T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,True,113572179.0,,4.0,https://www.walmart.com/reviews/product/43383370?limit=20&sort=relevancy&page=2,used time stay bit sticky bad better product,Does the job,,,Jo276,67981934427
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2017-08-15T00:00:00.000Z,2017-09-11T17:13:57Z,2017-09-04T12:18:00.000Z,True,,103915758.0,,5.0,https://www.walmart.com/reviews/product/43383370,loved review collected part promotion,Loved,,,Ashley A,67981934427
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-11-26T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",True,True,169669810.0,,5.0,https://www.walmart.com/reviews/product/43383370,good product give great feeling,Great sensation,,,Jp71,67981934427
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2015-11-05T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,True,108110922.0,,5.0,https://www.walmart.com/reviews/product/43383370,really enjoyed using product husband 20 year marriage thing tend get little tired boring thing needed shake thing bit packaging pump dispenser awesome product disappoint little go long way provides slight warming sensation use become sticky tacky anyway excellent choice intimate lubricant received free product purpose review opinion 100,That little extra something..,,,Jkell,67981934427
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2015-11-04T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,True,108032208.0,,5.0,https://www.walmart.com/reviews/product/43383370,awesome product couple warm feeling lubricant sticky like lot lubricantsit easy clean usei absolutely purchasing future received product free purpose give reviewopinions 100,Great Product!,,,Karen,67981934427
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2015-12-05T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,True,110412526.0,,5.0,"https://www.walmart.com/reviews/product/43383370?limit=20&sort=relevancy&page=2,https://www.walmart.com/reviews/product/43383370",exceptional product smooth slimy warming sensation experience partner share least lifetime great way shake thing,Why wouldn't you try it,,,Warren,67981934427
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2015-12-01T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,True,110143029.0,,5.0,https://www.walmart.com/reviews/product/43383370?limit=20&sort=relevancy&page=2,used first time boyfriend loved much didnt get sticky felt great entire time,Amazing!,,,Mas0814,67981934427
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2015-12-24T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,True,111624906.0,,5.0,https://www.walmart.com/reviews/product/43383370?limit=20&sort=relevancy&page=2,great product exactly say work well,Amazing,,,Amanda,67981934427
AV1d76w7vKc47QAVhCqn,J.R. Watkins,"Personal Care,Skin Care,Hand Cream,Beauty,Body Lotions & Creams,Natural Beauty,Natural Personal Care,Natural Skin Care,Ways To Shop,Bath & Body,Hand Creams & Lotions",2017-07-20T02:59:34Z,2018-02-05T11:26:00Z,8.19E+11,"818570002542,jrwatkinshandcreamlemoncream/b0010epq36,jrwatkins/10749589,jrwatkinsnaturalsapothecarysheabutterhandcreamlemoncream33oz/554918939,jrwatkins/40509,jrwatkinsnaturalhandcreamlemoncream33ounce/b0010epq36,0818570002542",J.R. Watkins,10749589,"J.R. Watkins Hand Cream, Lemon Cream",2011-01-30T00:55:26.000Z,2018-01-28T08:42:45Z,"2018-01-20T13:08:00.000Z,2018-01-09T09:07:00.000Z,2017-12-14T19:05:00.000Z,2017-12-19T14:11:00.000Z,2017-12-05T18:16:00.000Z,2017-10-23T08:12:00.000Z,2017-10-24T10:13:00.000Z,2017-08-29T08:25:25.921Z,2017-08-21T06:02:21.644Z,2017-08-17T05:40:20.537Z,2017-08-19T06:06:33.990Z,2017-08-07T05:05:29.314Z,2017-08-15T06:29:12.749Z,2017-08-05T09:28:57.837Z,2017-07-22T04:32:48.713Z,2017-07-23T19:50:30.158Z,2017-07-25T04:56:53.377Z",,,,1.0,5.0,https://redsky.target.com/groot-domain-api/v1/reviews/10749589?sort=helpfulness_desc&limit=200&offset=0,yes scent best like lemon frosting wont able get enough lotion also almost 100 natural none yucky ingredient like major brand lotion mineral oil petroleum etc also completely work know sometimes opt organic choice good good popular nastier brand jr watkins delivers lotion softens hand body leaf ungreasy smell perfect even fiance like us he pretty much antilotion regard price absolutely right tooget,Yummilicious And...,,,Peach Pie,8.19E+11
AV1d76w7vKc47QAVhCqn,J.R. Watkins,"Personal Care,Skin Care,Hand Cream,Beauty,Body Lotions & Creams,Natural Beauty,Natural Personal Care,Natural Skin Care,Ways To Shop,Bath & Body,Hand Creams & Lotions",2017-07-20T02:59:34Z,2018-02-05T11:26:00Z,8.19E+11,"818570002542,jrwatkinshandcreamlemoncream/b0010epq36,jrwatkins/10749589,jrwatkinsnaturalsapothecarysheabutterhandcreamlemoncream33oz/554918939,jrwatkins/40509,jrwatkinsnaturalhandcreamlemoncream33ounce/b0010epq36,0818570002542",J.R. Watkins,10749589,"J.R. Watkins Hand Cream, Lemon Cream",2017-06-08T00:00:00.000Z,2017-09-02T09:39:49Z,"2017-08-23T18:25:43.476Z,2017-07-27T18:22:50.158Z",True,True,96928531.0,,5.0,https://www.walmart.com/reviews/product/27505658,handcreamlemoncream refreshing fragrance wish would last day soothing hand get compliment use especially daughter granddaughter want get one favorite hand cream wish watkins still vanilla body cream favorite,One of my favorites,,,Birdwoman,8.19E+11
AV1d76w7vKc47QAVhCqn,J.R. Watkins,"Personal Care,Skin Care,Hand Cream,Beauty,Body Lotions & Creams,Natural Beauty,Natural Personal Care,Natural Skin Care,Ways To Shop,Bath & Body,Hand Creams & Lotions",2017-07-20T02:59:34Z,2018-02-05T11:26:00Z,8.19E+11,"818570002542,jrwatkinshandcreamlemoncream/b0010epq36,jrwatkins/10749589,jrwatkinsnaturalsapothecarysheabutterhandcreamlemoncream33oz/554918939,jrwatkins/40509,jrwatkinsnaturalhandcreamlemoncream33ounce/b0010epq36,0818570002542",J.R. Watkins,10749589,"J.R. Watkins Hand Cream, Lemon Cream",2017-06-18T00:00:00.000Z,2017-09-02T09:39:49Z,"2017-08-23T18:25:43.476Z,2017-07-27T18:22:50.158Z",True,True,97794859.0,,5.0,https://www.walmart.com/reviews/product/27505658,smell like lemon cookie absolutely love kid love,Hand cream,,,Michelle,8.19E+11
