url,product_name,reviewer_name,review_title,review_text,review_rating,verified_purchase,review_date,helpful_count,uniq_id,scraped_at
https://www.amazon.co.uk/dp/B08SW434MG,"GUESS Women's Bradly Gymnastics Shoe, White, 7 UK",Tanja Böckmann,Sehr bequemer Schuh,der schuh 👟gefällt mir sehr gut der ist super bequem und leicht binsehr zu frieden danke,5.0,True,Reviewed in Germany on 19 February 2021,,56c5506c-bd2e-5ee1-a541-22a6cc039a96,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B08SW434MG,"GUESS Women's Bradly Gymnastics Shoe, White, 7 UK",Alessio,Perfetto,scarpa perfetta e davvero molto bella la mia ragazza ha apprezzato venditore molto disponibile,5.0,True,Reviewed in Italy on 7 June 2021,,8b3957b4-5e2a-5e75-999c-cab28767c271,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B08SW434MG,"GUESS Women's Bradly Gymnastics Shoe, White, 7 UK",Vilma,Grandi,stupendeforse un po troppo grandima sicuramente ho sbagliato io,5.0,True,Reviewed in Italy on 27 May 2021,,cf0657a1-df84-557c-9438-6ac2e8caed22,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B08SW434MG,"GUESS Women's Bradly Gymnastics Shoe, White, 7 UK",Serine,Stupende,molto bello proprio come nelle foto comode e puoi abbinarci qualsiasi cosasuper sodisfatta grazie,4.0,True,Reviewed in Italy on 2 October 2021,,09b6a8ed-4dd9-52b4-bab0-84f52243138d,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",Lindsay,Perfect right outta the box,true size id probably go lower end ie 885 go 8 wore right box little 2 hour walking around incredibly comfortable rubbing find issue tongue stiff seen mentioned review,5.0,True,Reviewed in Canada on 20 October 2021,One person found this helpful,b64632c5-6f24-51eb-9275-6614fed29f1a,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",Lynn Maclean,Disappointed,second pair bought loved first pair however pleased 2nd pair padding tongue part shoe causing irritation skin rub disappointed buy,2.0,True,Reviewed in Canada on 21 October 2021,,b9c4399e-01de-5613-b597-915dc37944a7,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",Martine Roy,Wow!,love shoe much second pair pure comfort thank amazon,5.0,True,Reviewed in Canada on 25 May 2021,,605fd069-17be-5f3f-9f6e-9ed6dc266b0f,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Amazon Customer,Comfortable and attractive,hard fit foot often wide fitting shoe look big bulky shoe comfortable right away pressure point use run around shoe going store etc look casual attractive running shoe nice rounded toe box go kind outfit happy,5.0,True,Reviewed in Canada on 8 October 2018,2 people found this helpful,bce0114a-c0fe-5472-bbb8-377cb21dc853,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",One of Users,かわいいけど、色々残念,足が22cmのため、このサイズを展開しているブランドが少なく購入。デザインは可愛くて満足だが、履き心地は残念。小さいサイズあるあるで、パーツは大きいサイズのものを流用しているように思える。・ベロが長すぎて、足首を曲げるたびにこすれて、すり傷ができる（スニーカーソックスではng）・インソールの踵から土踏まずのアーチまでの距離が長すぎて、つま先寄りにアーチが来るため、後ろ重心に感じる今回は靴下や中敷きを工夫して履こうと思うが、可愛くてもリピートはしない。,3.0,True,Reviewed in Japan on 10 December 2021,,f3119c6e-b703-5e29-8827-81cb08787d31,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Amazon Customer,My right foot fits size 11 fine but not the same for the left foot,really need 11 12 shoe come half size right foot fit size 11 fine left foot issue blue insole foot perspire blue colour run sock also round lace look nice remain tied need knot bow maintain tie attractive shoe look huge size 12 thank chl,5.0,True,Reviewed in Canada on 29 October 2016,,0190a659-ae61-5c28-8b9d-65199697f02e,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",ちぃやよ,軽くて履き心地がすごくいいです！,最初少し硬かったけど、すぐに履きやすくなり、軽くて歩きやすいです！,4.0,True,Reviewed in Japan on 14 May 2020,,e92b5165-322a-5a65-a78e-8796dc5ef104,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Burger Lover - Dalton,Great quality and comfort shoes,great quality comfort shoesi thrilled got new shoe last week bought pair ravon shoe two year ago expensive shoe store regret spending money perfect walking shoe gave plenty support bunion left big toe plenty room foot tmy new one like old pair far comfortable keepi got balanced way original pair 2 12 year old still good using mow grass feel safe walking wanted new one needed pretty one ’ grungy looking 67and balanced ver important highly recommend shoe wonderful quality comfort got sale deal feel like lottery also neglected mention classy looking wellmade beautiful striking,5.0,True,Reviewed in the United States on 27 August 2020,2 people found this helpful,f1bafbd5-ff6a-52c7-8929-68bf9da9eda2,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",B. Slate,NO SUPPORT! NOT FOR RUNNING!,would recommend running zero support could feel rock ground shoe also shaped really weird sole protrudes back around heel make foot appear much larger,1.0,True,Reviewed in the United States on 12 July 2020,19 people found this helpful,1bd3f6f9-6e70-50a8-a913-6c9af4f8c7c7,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",George-y,Not as supportive as I had hoped for.,shoe cute online personnot muchthe shoe super light weight flimsy feeling feel supportstabilitymy partial orthotic fit well heel shoethe shoe aquacolored accent shoe string eyelet also aqua liner throughout shoe slipping socked foot shoe first time inner liner sort bunched made shoe top look distorted liner pushed forward causing upper portion toe shoe twist upward nice look point decided didnt want struggle getting shoe time im returning,1.0,True,Reviewed in the United States on 10 May 2016,12 people found this helpful,51b14655-18d6-556d-bf0b-1cbd9536d9a2,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",Mara Crabtree,Great pair of shoes!,comfortable absolutely love look feel shoe run slightly big doesnt take away comfort im sliding around inside im able work well workout great excellent pair shoe,4.0,True,Reviewed in the United States on 23 April 2020,11 people found this helpful,b59bb2ea-9153-5a76-9069-496c760993fa,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",elaine,Can’t wear due to Poorly designed insoles,like style weight shoe right wearing day good quality component however reviewer said insole make wearing shoe impossible surface insole attractive suede fabric look like comfortable fact fabric prevents foot sliding shoe forced foot toe uncomfortably turned self could possibly wear shoe like tried stocking different type sock difficulty could push foot smoothly shoe tried taking insole another pair sneaker putting aragon ’ foot slid right walked arch support dilemma send back go buy 6 7 set insole drug store see work disappointing,3.0,True,Reviewed in the United States on 6 October 2018,One person found this helpful,bc8e41f4-6498-5d4c-a2cc-b9369067f5bd,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",K. Bush,Tongue rubs ankles raw,tongue long stiff rough rub ankle raw,2.0,True,Reviewed in the United States on 18 April 2021,13 people found this helpful,59166ddf-42ce-5f6a-ae31-30af1346de8f,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Michele,What I was looking for,trying find casual casual shoe work wanted athletic shoe fit shoe doesnt look like athletic shoe pretty close work well chino colored denim would look right dress pant business casual good im always 8 85 went 8 fit perfectly also need good support reasonable another pair aravon shoe mary jane also work well think good brand,4.0,True,Reviewed in the United States on 10 June 2019,2 people found this helpful,6b1fe1ca-d32c-5cf6-b4bb-6d6bc59254ba,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",Jpg,Not for slippery surfaces/no tread,thought really cute fit good decided wear around day mopped floor like every day almost slipped shoe good lifestyle slippery pretty much tread would good walking long ’ never honest service ’ want take chance back searching new pair shoe,3.0,True,Reviewed in the United States on 10 July 2021,2 people found this helpful,9070cb93-424d-50b6-93d1-8e0177a2999f,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",R. T.,but it's frequent enough with certain socks that it becomes annoying to have to stop and pull my socks up ...,id give 5 star werent fact material inside shoe keep pulling sock time frequent enough certain sock becomes annoying stop pull sock find way shoe walking 1015 min also lace dont seem stay tied recommendation buy sock really snug around ankle use different pair lace besides think shoe really cute love choice brown blue think work well together also shoe pretty good support use insert fit well shoe like said dont original insert pretty good,4.0,True,Reviewed in the United States on 1 May 2017,One person found this helpful,75a0ebf7-29ad-578a-a7bc-5310a3fc5978,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",Melissa Lanza,Super cuter sneakers.,bought birthday present originally wanted use new jogging shoe tongue shoe stiff though still happy shoe cuz super cute besides stiff tongue complaint seem tad larger size ten little space like otherwise completely awesome,5.0,True,Reviewed in the United States on 6 January 2021,4 people found this helpful,1b63388c-d268-5453-9fad-f36f9ec5e2e0,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Keqqy,"Cute, but small",excited find shoe super cute small however find larger size need tried really stiff bit tight know maybe would stretch wore didnt fit disappointed cant find size need anywhere keep looking,4.0,True,Reviewed in the United States on 28 November 2020,,6e6c9355-0941-5e44-9792-52c75725a3e6,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Kobe,Nice lightweight comfort shoe,comfortable lightweight shoe found pretty true size 10 shoe run differently review said ran small didnt find case bought 10d width wider width doesnt look odd fit shoe well foot,5.0,True,Reviewed in the United States on 8 August 2016,9 people found this helpful,397e3b6a-be73-5b2f-a4e5-e957a56acdb1,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Grams,Total Comfort,two year ago bought exact shoe wore always choosing stylish athletic shoe originally bought family going go ark kentucky knew would alot walkingthere never time foot hurt wear shoe get compliment often cute look best shoe comfort style bought update bought additional pair black,5.0,True,Reviewed in the United States on 12 November 2019,2 people found this helpful,256c6c3b-ce6a-5c88-9de4-ca981dede045,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0873MYDXS,"Naturino Unisex Babies Cocoon First Walker Shoe, Zucca, 1.5 UK",Szerda,Schmerzen am Kind...,sich wunderschöner schuh auspacken und direkt meinem kind angezogen da kind geht 2 schritte und fängt bitterlich zu weinen sofort schuhe ausgezogen und mal geschaut da los ist e war nen für kleinkinderschuhe wirklich großer knick der inneneinlage der sich auch nicht wirklich begradigen lässt bedauerlich wo doch der schuh sich nicht im discounter sektor liegt da hätte ich wirklich mehr erwartet,1.0,True,Reviewed in Germany on 15 December 2021,,34cf2187-d430-55c5-9ee9-29d680efa2a1,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B0873MYDXS,"Naturino Unisex Babies Cocoon First Walker Shoe, Zucca, 1.5 UK",Sofia Gaweiler,Aus der Anzeige es wird nicht klar welche Größe es ist,auf einem der fotos steht auf der sohle die gr 26die schuhe die mit verschickt wurden ist die gr 19habe keine antwort auf meine frage vor einigen tagen bekommen welche größe da tatsächlich ist,3.0,True,Reviewed in Germany on 11 October 2021,,9cabd435-ba84-5469-abbe-c377c28321f8,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B077TC44GZ,"Merrell Boys' Burnt Rock Low Sneaker, Black, 13.5 Medium US Little Kid",paulinedove,"May work for a ""B"" width foot",grandson couldnt even get tightly cut,3.0,True,Reviewed in the United States on 22 January 2021,,90bbb21f-d7fa-538b-8f83-4beb55545e45,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B077TC44GZ,"Merrell Boys' Burnt Rock Low Sneaker, Black, 13.5 Medium US Little Kid",Anna,Fell apart after one week,lace broke slightly one week use horrible quality broke son complained uncomfortable metal grommet side rub side foot,1.0,True,Reviewed in the United States on 22 December 2019,,c111f9c3-e95b-57c1-8a7f-879f9ec476df,24/12/2021 02:26:25
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Sambit,Nice Shoes,nice pair shoe,5.0,True,Reviewed in Canada on 7 August 2021,,5d82d088-3073-55c7-9436-337ba52b3429,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",consumer,Thank you!,shoe cute jus fine wanted comment company actually bought wedding son wear ’ going arrive time reached amazon luck finally contacted company directly said ’ think could get time process work however literally received next day whoever spoke thank obviously went way get pulled shipped ’ thank enough made time wedding gorgeousmy son kept shoe night wear want dress casual say comfy shoe lace long enough tie easily,5.0,True,Reviewed in the United States on 22 October 2021,3 people found this helpful,1da9db76-74be-5eec-af0b-bcaa1bd0aa9e,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",C. Herrera,Not your average skate shoe. They’re attractive!,8 year old asked “ skate shoe ” could picture airwalks van cute ’ fit wide foot well began searching found skate shoe also adorable good adidas quality,5.0,True,Reviewed in the United States on 6 January 2021,6 people found this helpful,b56f0672-80fc-591e-9d7b-ac2da9fdef7d,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Me,Great shoe - great price - runs big,great looking shoe great price got gray black stripe black white stripe look exactly like one got store 20 run big wear woman ’ 7 shoe measured foot big kid adidas size chart according get 65 got 6 ’ size based review woman hoping would work ’ big measured men ’ 7 store ’ much difference 6 7 measured men ’ 65 store would ’ ordered 5 available ’ hard guess weird sizing situation hopefully putting insole help want keep,5.0,True,Reviewed in the United States on 23 November 2021,,35426696-34b6-5799-bb33-c9a93669d467,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Love,My son loves these shoes,nice shoe got sale really nice,5.0,True,Reviewed in the United States on 5 December 2021,,25943711-1175-5b80-b516-a31291de401b,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Amazon Customer,Comfortable in style,shoe fit expected bought seven year old son love comfortable definitely worth buy,5.0,True,Reviewed in the United States on 24 July 2021,,a13c688a-0e9b-532c-81ed-0ee3b394e8ef,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Ana,Very cute,kid love good fit comfortable,5.0,True,Reviewed in the United States on 6 October 2021,,9a4d4fdb-fdbc-542f-95ba-4772f0f76043,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Grace,Very comfortable,shoe fit well comfortable,5.0,True,Reviewed in the United States on 22 September 2021,,64ddb6ba-0379-5e41-b208-9cb5e42f14ef,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Kimberly D.,Stylish with a sturdy canvas and a thick sole.,son like however said heavy great shoe,5.0,True,Reviewed in the United States on 31 March 2021,,38b81fd3-0cf8-57a2-b666-33d866d17785,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B082W5GQ5L,"adidas Daily 3.0 Skate Shoe, Grey, 3 US Unisex Little Kid",Kindle Customer,Awesome!!!,brought grandson im told fit perfectly love dont ever want take,5.0,True,Reviewed in the United States on 1 November 2021,,687d93ac-26d6-5526-b554-9148e5f8221e,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08T6Q4S7K,"Tom Tailor 2171201 Mid Calf Boot, Cognac, 3.5 UK",K Schliffke,Sehr empfindlich,die oberfläche ist sehr empfindlich und sieht nicht lange schön au wenn man jung hat die gerne draußen toben,1.0,True,Reviewed in Germany on 29 November 2021,,a0848945-48c5-54ab-8df2-3c475999ce8b,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B07T83MMD1,"ASICS Women's 1012A699-003_42 Running Shoes, Black, 7.5 UK",ぶんぶんまる,厚底は慣れるまでは慎重に。,厚底とアーチが足を前に出す機能をゆっくり走る時に強く効果を感じますね。ただ初の厚底だったので、走る環境も考えて走らないといけないと思います。いつも通りに走ってしまうと着地不安定となり転倒してしまうかもしれません。転倒して顔面強打、頬骨ヒビ入りましたので、慎重に徐々に慣らしていきましょう。,5.0,True,Reviewed in Japan on 25 April 2021,One person found this helpful,51a26017-6e74-5388-ada0-ab0f361d5043,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B07T83MMD1,"ASICS Women's 1012A699-003_42 Running Shoes, Black, 7.5 UK",ゆーこさん,つま先は細めです,23、5は小さすぎたので交換してもらいました。,4.0,True,Reviewed in Japan on 26 April 2020,One person found this helpful,dcf161ec-29aa-5c7d-8e18-5cece9126452,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08TR7B648,"Superfit Breeze Walkers, Blue/Blue 8010, 5 UK Child",natalia84,"Toller Schuh, schlechte Qualität!!!",eigentlich ein ganz toller und bequemer schuh von superfit ich weiß nicht warum der hersteller die sohle billig hergestellt hat nach ein paar mal anziehen ging die weiße schukappe schon ab sollte bei teuren markenschuhen ein nogo sein,3.0,True,Reviewed in Germany on 20 September 2021,,565fb0ac-9daf-5e1d-8523-db1d0790cd96,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08DP1JTPT,"HÖGL Women's Plain Sneaker, White, 6 UK", Edith,Perfekt schuche,komfort und perfekt schucse,5.0,True,Reviewed in Germany on 10 August 2021,,f9642cb2-1e56-5953-b2f5-10b9fdde3a07,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08TR7B648,"Superfit Breeze Walkers, Blue/Blue 8010, 5 UK Child",Marina H.,Fällt schmäler aus,ein wunderschöner lederschuh der allerdings deutlich schmäler ausfällt eigentlich trägt unser sohn die mittlere breite hier handelt e sich eher um die schmale ausführung daher ging der schuh leider retour sehr ungewöhnlich für superfit,3.0,True,Reviewed in Germany on 15 April 2021,,f6d439cd-a880-539e-bc81-689e69358f8c,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08TR7B648,"Superfit Breeze Walkers, Blue/Blue 8010, 5 UK Child",Andrea G. ,Lieblingsschuh!,unser tochter 20 zieht diese schuhe sehr gerne und läuft damit auch gerne herumabgesehen davon ist farbemodell sehr schön,5.0,True,Reviewed in Germany on 20 June 2021,,45d504ab-c4f0-5980-aa2b-b46a1790ef1e,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08TR7B648,"Superfit Breeze Walkers, Blue/Blue 8010, 5 UK Child",Amazon Kunde,Top,beste schuhe von superfit generell wir sind immer zufrieden und dieser schuh gefällt mir persönlich sehr gut,5.0,True,Reviewed in Germany on 3 November 2021,,d3552b9d-3e69-5170-b3e8-ba5f1d91c79e,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08TR7B648,"Superfit Breeze Walkers, Blue/Blue 8010, 5 UK Child",Jonny,Toller Kinderschuh,super hochwertiger kinderschuh meine tochter fährt voll darauf ab,5.0,True,Reviewed in Germany on 13 September 2021,,93deb0ea-31c3-5543-96b7-3fb9ecbeedbb,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08KRS9T98,"PUMA EL Rey 2 Slip ON Sneaker, Desert Sage-Gray Violet, 5 US Unisex Big Kid",victor hugo leon,Buen diseño,muy cómodo para el niño,5.0,True,Reviewed in Mexico on 9 December 2021,,0544d4a4-d76b-5aaa-940b-61da8d6597f3,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08KRS9T98,"PUMA EL Rey 2 Slip ON Sneaker, Desert Sage-Gray Violet, 5 US Unisex Big Kid",Rachel L. ,Too Hard For My Son To Get On,’ tight fit top part ’ open made super hard son get shoe ended returning shoe puma make top part open possible velcro closed maybe zipper would awesome kid easily slide foot,1.0,True,Reviewed in the United States on 14 June 2021,One person found this helpful,d8a7aabc-a96a-5a59-9ba6-4d2bf0228407,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08KRS9T98,"PUMA EL Rey 2 Slip ON Sneaker, Desert Sage-Gray Violet, 5 US Unisex Big Kid",Marsha K Flemmings,Good Quality,product fit well may ideal child wide foot strap across top stretch thick stretch easily may make difficult wider foot get pas section entire shoe made well,5.0,True,Reviewed in the United States on 8 August 2021,,7c5e739a-7f49-55d4-bf39-d1dd329de619,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08KRS9T98,"PUMA EL Rey 2 Slip ON Sneaker, Desert Sage-Gray Violet, 5 US Unisex Big Kid",Michael Palmer,Tight fit,difficult put hard,3.0,True,Reviewed in the United States on 3 May 2021,2 people found this helpful,e8991c38-e069-5a9a-ae3b-8a6b78682e52,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08KRS9T98,"PUMA EL Rey 2 Slip ON Sneaker, Desert Sage-Gray Violet, 5 US Unisex Big Kid",Vashti,Son says awesome shoes; mom says go down a size,son love willing double sock layer make fit would recommend going half size son 45 big kid size measurement could easily fit long 4,4.0,True,Reviewed in the United States on 20 January 2021,,580afe1d-89f7-5910-9012-1d491d432b22,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08KRS9T98,"PUMA EL Rey 2 Slip ON Sneaker, Desert Sage-Gray Violet, 5 US Unisex Big Kid",Lmr1016,Love them,grandson love puma ❣️,5.0,True,Reviewed in the United States on 22 September 2021,,d6465bbf-8d5d-5456-a5ea-3a2abc3bbc1d,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08KRS9T98,"PUMA EL Rey 2 Slip ON Sneaker, Desert Sage-Gray Violet, 5 US Unisex Big Kid",Cromanion,"great , my son loves it",complains,5.0,True,Reviewed in the United States on 26 March 2021,,067281f1-ff9f-569e-a733-38ff26fd9699,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08KRS9T98,"PUMA EL Rey 2 Slip ON Sneaker, Desert Sage-Gray Violet, 5 US Unisex Big Kid",Erick Hernandez Callejas,Apretado de la parte de arriba,muy lindos pero aprietan de la parte de arriba,4.0,True,Reviewed in the United States on 8 December 2021,,443ed307-fbfb-5cf4-ba25-269f9218b61a,24/12/2021 02:26:26
https://www.amazon.co.uk/dp/B08KRS9T98,"PUMA EL Rey 2 Slip ON Sneaker, Desert Sage-Gray Violet, 5 US Unisex Big Kid",Tiffany Morris,wrong  shoes size came,order size 11 kid size shoe received 10 tight child foot elastic run across cant expands sorry every purchased damn shoe,1.0,True,Reviewed in the United States on 15 February 2021,,a3d47e92-821c-51e7-9907-0bc4fbcf2b5c,24/12/2021 02:26:26
